City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Coquimbo,CL,2022-04-06 01:42:52,-29.9533,-71.3436,55.13,100,100,4.61
296,Verkhnevilyuysk,RU,2022-04-06 01:47:01,63.4453,120.3167,11.48,83,93,4.18
297,Awjilah,LY,2022-04-06 01:47:01,29.1081,21.2869,82.54,8,7,4.54
298,Galich,RU,2022-04-06 01:47:01,58.3797,42.3475,30.09,95,100,12.01
299,Alofi,NU,2022-04-06 01:47:02,-19.0595,-169.9187,84.09,65,75,5.75
300,Williston,US,2022-04-06 01:46:37,48.147,-103.618,45.03,68,100,9.24
301,Wasilla,US,2022-04-06 01:47:02,61.5814,-149.4394,41.09,66,75,24.16
302,Tiznit,MA,2022-04-06 01:47:03,29.5833,-9.5,50.65,76,83,11.88
303,Pemangkat,ID,2022-04-06 01:47:03,1.1667,108.9667,83.77,69,77,3.04
304,Dengfeng,CN,2022-04-06 01:47:05,34.4553,113.0281,69.85,38,0,5.5
305,Hasaki,JP,2022-04-06 01:47:05,35.7333,140.8333,66.6,74,100,12.41
306,Port-Gentil,GA,2022-04-06 01:46:41,-0.7193,8.7815,80.38,81,100,7.29
307,Okhotsk,RU,2022-04-06 01:47:05,59.3833,143.3,25.43,75,100,23.44
308,Montepuez,MZ,2022-04-06 01:47:06,-13.1256,38.9997,67.64,99,24,2.55
309,Hwange,ZW,2022-04-06 01:47:06,-18.3693,26.5019,67.68,84,19,1.32
310,Cleburne,US,2022-04-06 01:47:06,32.3476,-97.3867,87.37,44,0,10.51
311,Wabag,PG,2022-04-06 01:47:07,-5.4781,143.7021,69.51,65,93,2.13
312,Avarua,CK,2022-04-06 01:47:07,-21.2078,-159.775,84.25,74,100,10.36
313,Pokhara,NP,2022-04-06 01:47:07,28.2333,83.9833,78.85,29,8,1.81
314,Ancud,CL,2022-04-06 01:47:08,-41.8697,-73.8203,58.23,92,100,17.65
315,Fleet,GB,2022-04-06 01:47:08,51.2833,-0.8333,49.69,73,20,20.71
316,Coihaique,CL,2022-04-06 01:46:00,-45.5752,-72.0662,54.21,87,75,10.36
317,Ostrovnoy,RU,2022-04-06 01:47:08,68.0531,39.5131,22.08,90,100,15.84
318,Verkhoyansk,RU,2022-04-06 01:47:09,67.5447,133.385,1.22,85,96,2.55
319,Panjab,AF,2022-04-06 01:48:09,34.388,67.0233,45.14,32,14,1.32
320,Mbigou,GA,2022-04-06 01:48:10,-1.9005,11.906,67.5,97,100,2.73
321,Deniliquin,AU,2022-04-06 01:48:10,-35.5333,144.9667,72.84,36,98,5.57
322,Hyeres,FR,2022-04-06 01:48:10,43.1167,6.1167,37.15,93,0,4.61
323,Mareeba,AU,2022-04-06 01:48:11,-17.0,145.4333,86.49,55,33,1.74
324,Libreville,GA,2022-04-06 01:48:11,0.3925,9.4537,75.22,94,20,5.75
325,Anadyr,RU,2022-04-06 01:48:12,64.75,177.4833,3.7,77,0,13.42
326,Vestmannaeyjar,IS,2022-04-06 01:48:12,63.4427,-20.2734,29.57,64,24,27.47
327,Lichinga,MZ,2022-04-06 01:48:12,-13.3128,35.2406,66.29,100,75,6.91
328,Pedernales,DO,2022-04-06 01:48:13,18.0384,-71.744,78.44,74,58,5.93
329,Asmar,AF,2022-04-06 01:48:13,35.0333,71.3581,67.12,32,0,11.21
330,Barwadih,IN,2022-04-06 01:48:13,23.8333,84.1167,84.63,8,0,3.91
331,Kadoma,JP,2022-04-06 01:48:14,34.7333,135.5833,66.38,39,75,10.36
332,Gogrial,SS,2022-04-06 01:48:14,8.5332,28.1004,84.74,46,6,4.09
333,Fort Smith,US,2022-04-06 01:48:14,35.3859,-94.3986,75.24,63,0,8.05
334,Florianopolis,BR,2022-04-06 01:48:15,-27.6146,-48.5012,71.37,87,75,5.75
335,Arlit,NE,2022-04-06 01:48:15,18.7369,7.3853,85.75,7,99,10.04
336,Pula,HR,2022-04-06 01:48:15,44.8683,13.8481,41.56,87,0,5.75
337,Quatre Cocos,MU,2022-04-06 01:48:16,-20.2078,57.7625,77.11,85,100,11.12
338,Manokwari,ID,2022-04-06 01:48:16,-0.8667,134.0833,83.62,74,81,5.35
339,Lantawan,PH,2022-04-06 01:48:17,10.6167,123.9833,76.69,79,100,7.94
340,Sola,VU,2022-04-06 01:48:17,-13.8833,167.55,83.28,73,99,14.94
341,Berdigestyakh,RU,2022-04-06 01:48:17,62.0989,126.6992,9.81,87,100,10.74
342,Victoria,HK,2022-04-06 01:48:18,22.2855,114.1577,76.96,71,25,4.0
343,Agnibilekrou,CI,2022-04-06 01:48:18,7.1344,-3.2047,75.06,91,100,2.86
344,Dobson,US,2022-04-06 01:45:58,36.3957,-80.7226,59.4,99,100,6.91
345,Mogadishu,SO,2022-04-06 01:48:18,2.0371,45.3438,80.51,76,31,11.07
346,Khandyga,RU,2022-04-06 01:48:19,62.6667,135.6,17.2,78,100,6.04
347,Sorland,NO,2022-04-06 01:48:19,67.667,12.6934,33.67,60,100,15.1
348,Rundu,NA,2022-04-06 01:48:19,-17.9333,19.7667,67.82,67,22,4.38
349,Tocopilla,CL,2022-04-06 01:48:20,-22.092,-70.1979,71.2,58,91,7.36
350,Rio Gallegos,AR,2022-04-06 01:47:27,-51.6226,-69.2181,32.05,80,0,8.05
351,Tutoia,BR,2022-04-06 01:48:20,-2.7619,-42.2744,76.64,89,100,5.53
352,Najran,SA,2022-04-06 01:48:20,17.4924,44.1277,63.25,13,0,2.71
353,Pandan Niog,PH,2022-04-06 01:48:21,6.2282,120.5631,81.5,78,89,9.33
354,Liberty,US,2022-04-06 01:46:37,31.8335,-81.5004,66.31,47,100,8.05
355,Hauterive,FR,2022-04-06 01:48:21,46.0901,3.4459,48.96,97,100,2.64
356,Chara,RU,2022-04-06 01:48:22,56.9064,118.2631,7.43,66,7,2.75
357,Moranbah,AU,2022-04-06 01:48:22,-22.0016,148.0466,88.59,35,0,9.98
358,Sinnamary,GF,2022-04-06 01:48:22,5.3833,-52.95,77.22,87,84,11.18
359,Vikulovo,RU,2022-04-06 01:48:23,56.8167,70.6107,31.23,80,10,15.66
360,Nara,JP,2022-04-06 01:48:23,34.6851,135.8049,65.7,33,19,8.12
361,Cabinda,AO,2022-04-06 01:48:23,-5.55,12.2,76.78,92,100,5.77
362,Jumla,NP,2022-04-06 01:48:24,29.2747,82.1838,60.48,20,27,1.72
363,Lompoc,US,2022-04-06 01:48:24,34.6391,-120.4579,78.94,68,0,30.0
364,Troitsko-Pechorsk,RU,2022-04-06 01:48:24,62.7084,56.1964,-3.01,100,75,2.75
365,Nouadhibou,MR,2022-04-06 01:48:24,20.931,-17.0347,64.38,68,0,25.32
366,Merritt Island,US,2022-04-06 01:49:25,28.5392,-80.672,77.04,81,75,10.36
367,Rawson,AR,2022-04-06 01:49:25,-43.3002,-65.1023,69.58,42,100,15.77
368,Srednekolymsk,RU,2022-04-06 01:49:25,67.45,153.6833,0.57,84,85,5.95
369,Turukhansk,RU,2022-04-06 01:49:26,65.8167,87.9833,33.55,99,100,18.25
370,Vagay,RU,2022-04-06 01:49:26,57.9375,69.0217,29.97,83,100,13.11
371,Seoul,KR,2022-04-06 01:47:43,37.5683,126.9778,56.59,58,75,5.75
372,Tuy Hoa,VN,2022-04-06 01:49:26,13.0833,109.3,75.87,84,100,14.43
373,Walvis Bay,NA,2022-04-06 01:49:27,-22.9575,14.5053,56.35,94,2,2.3
374,Chuy,UY,2022-04-06 01:46:14,-33.6971,-53.4616,56.26,74,0,6.67
375,Portlethen,GB,2022-04-06 01:49:27,57.0547,-2.1307,38.97,93,100,10.36
376,Virginia Beach,US,2022-04-06 01:48:10,36.8529,-75.978,66.25,88,100,11.5
377,Hutchinson,US,2022-04-06 01:44:32,38.0608,-97.9298,57.15,45,100,14.97
378,Kars,TR,2022-04-06 01:49:27,40.602,43.095,43.25,61,75,4.61
379,Portland,US,2022-04-06 01:48:33,45.5234,-122.6762,54.55,55,20,5.75
380,Manicore,BR,2022-04-06 01:49:28,-5.8092,-61.3003,74.3,99,100,0.76
381,Kalmunai,LK,2022-04-06 01:49:28,7.4167,81.8167,79.38,79,73,2.66
382,Kibiti,TZ,2022-04-06 01:49:28,-7.7218,38.9375,71.35,96,8,1.79
383,Adrian,US,2022-04-06 01:49:29,41.8975,-84.0372,50.14,75,0,6.91
384,Fairbanks,US,2022-04-06 01:45:31,64.8378,-147.7164,32.31,54,75,8.05
385,Neuquen,AR,2022-04-06 01:44:31,-38.9516,-68.0591,60.69,82,0,0.0
386,Banda Aceh,ID,2022-04-06 01:49:29,5.5577,95.3222,80.19,78,99,8.32
387,Dawlatabad,AF,2022-04-06 01:49:29,36.4141,64.9053,67.46,37,100,4.76
388,Passo De Camaragibe,BR,2022-04-06 01:49:30,-9.2368,-35.4901,76.55,93,100,1.14
389,Alta Floresta,BR,2022-04-06 01:49:30,-9.8756,-56.0861,71.74,95,94,2.01
390,Pasighat,IN,2022-04-06 01:49:30,28.0667,95.3333,70.11,89,100,1.25
391,Coahuayana,MX,2022-04-06 01:49:30,18.7333,-103.6833,68.18,88,4,2.24
392,Hamilton,US,2022-04-06 01:46:08,39.1834,-84.5333,53.76,95,100,6.91
393,Alice Springs,AU,2022-04-06 01:47:30,-23.7,133.8833,81.95,13,8,6.91
394,Grindavik,IS,2022-04-06 01:49:31,63.8424,-22.4338,28.87,74,75,27.63
395,Lyuban,BY,2022-04-06 01:49:32,52.7985,28.0048,31.59,97,100,7.99
396,Konstantinovka,RU,2022-04-06 01:49:32,49.6167,127.9833,27.66,62,26,17.05
397,Krasnoselkup,RU,2022-04-06 01:49:32,65.7,82.4667,33.75,96,100,23.06
398,Itaituba,BR,2022-04-06 01:44:45,-4.2761,-55.9836,71.56,99,96,2.04
399,Soyo,AO,2022-04-06 01:49:33,-6.1349,12.3689,76.75,91,100,7.09
400,Alyangula,AU,2022-04-06 01:49:33,-13.8483,136.4192,87.67,74,71,5.75
401,Dukat,RU,2022-04-06 01:49:33,62.55,155.55,10.22,85,91,5.26
402,Sydney,AU,2022-04-06 01:44:57,-33.8679,151.2073,67.71,93,75,24.16
403,Atar,MR,2022-04-06 01:49:34,20.5169,-13.0499,71.46,35,3,10.83
404,Acari,PE,2022-04-06 01:49:34,-15.4311,-74.6158,73.83,73,81,3.65
405,Pimenteiras,BR,2022-04-06 01:49:34,-6.2453,-41.4192,73.33,72,95,4.0
406,Vostok,RU,2022-04-06 01:49:35,46.4856,135.8833,26.82,68,99,17.43
407,Ayia Paraskevi,GR,2022-04-06 01:49:35,40.4833,23.05,50.79,84,86,1.01
408,Tautira,PF,2022-04-06 01:49:35,-17.7333,-149.15,82.29,80,29,22.26
409,Brattvag,NO,2022-04-06 01:49:35,62.6002,6.4434,33.37,93,70,5.75
410,Hovd,MN,2022-04-06 01:49:36,48.0056,91.6419,50.09,21,2,1.9
411,Raga,SS,2022-04-06 01:49:36,8.4596,25.678,79.61,46,64,3.44
412,Bundaberg,AU,2022-04-06 01:49:36,-24.85,152.35,86.22,59,75,11.5
413,Tongchuan,CN,2022-04-06 01:50:37,35.0806,109.0897,71.17,16,0,6.87
414,Umm Lajj,SA,2022-04-06 01:50:37,25.0213,37.2685,77.54,51,0,6.78
415,Kaoma,ZM,2022-04-06 01:50:37,-14.7833,24.8,62.76,97,51,3.89
416,Sambava,MG,2022-04-06 01:50:38,-14.2667,50.1667,74.61,90,36,4.85
417,Zermatt,CH,2022-04-06 01:50:38,46.0213,7.7491,36.18,92,0,8.05
418,Doka,SD,2022-04-06 01:50:38,13.5167,35.7667,86.14,20,0,8.48
419,Suntar,RU,2022-04-06 01:50:39,62.1444,117.6319,17.31,85,92,1.34
420,Sabanagrande,CO,2022-04-06 01:50:39,10.7912,-74.7606,80.69,83,20,9.22
421,Melilla,ES,2022-04-06 01:50:39,35.2937,-2.9383,55.6,87,0,1.14
422,Nabire,ID,2022-04-06 01:50:40,-3.3667,135.4833,89.08,53,13,6.04
423,Saint-Joseph,RE,2022-04-06 01:50:40,-21.3667,55.6167,75.58,87,97,10.31
424,Berea,US,2022-04-06 01:50:40,41.3662,-81.8543,56.28,83,100,0.0
425,Novyy Urengoy,RU,2022-04-06 01:50:41,66.0833,76.6333,31.73,94,100,20.0
426,Brownsville,US,2022-04-06 01:50:41,25.9018,-97.4975,81.09,82,0,10.36
427,Kaitangata,NZ,2022-04-06 01:50:41,-46.2817,169.8464,52.38,73,66,19.62
428,Qaqortoq,GL,2022-04-06 01:50:41,60.7167,-46.0333,29.17,95,40,4.23
429,Nzerekore,GN,2022-04-06 01:50:42,7.7562,-8.8179,71.01,96,11,2.3
430,Aktash,RU,2022-04-06 01:50:42,50.3,87.7333,31.51,60,76,4.52
431,Nanortalik,GL,2022-04-06 01:50:42,60.1432,-45.2371,30.61,83,50,3.2
432,Shieli,KZ,2022-04-06 01:50:43,44.1667,66.75,58.64,67,100,20.11
433,Shimoda,JP,2022-04-06 01:50:43,34.6667,138.95,69.1,60,100,11.97
434,Batticaloa,LK,2022-04-06 01:50:43,7.7102,81.6924,79.12,79,82,2.93
435,Show Low,US,2022-04-06 01:49:36,34.2542,-110.0298,64.69,30,0,12.66
436,Namatanai,PG,2022-04-06 01:50:44,-3.6667,152.4333,78.19,89,100,11.27
437,Mackay,AU,2022-04-06 01:47:27,-21.15,149.2,89.69,70,57,13.8
438,Lumphat,KH,2022-04-06 01:50:44,13.4878,106.9816,83.39,56,100,5.68
439,Luanda,AO,2022-04-06 01:50:45,-8.8368,13.2343,75.02,87,99,6.76
440,Gari,RU,2022-04-06 01:50:45,59.4307,62.3497,26.33,76,100,12.68
441,Voyvozh,RU,2022-04-06 01:50:45,62.892,54.9635,-1.62,100,100,2.15
442,Mount Gambier,AU,2022-04-06 01:47:00,-37.8333,140.7667,62.51,72,100,14.97
443,Labuhan,ID,2022-04-06 01:50:45,-6.8844,112.2051,82.27,77,90,9.06
444,Amahai,ID,2022-04-06 01:50:46,-3.3333,128.9167,83.39,69,24,3.62
445,Ulcinj,ME,2022-04-06 01:50:46,41.9294,19.2244,44.82,66,55,1.99
446,Selenduma,RU,2022-04-06 01:50:46,50.9131,106.2406,47.32,49,40,7.2
447,Yadrin,RU,2022-04-06 01:50:47,55.9405,46.2062,31.62,81,100,14.36
448,Fare,PF,2022-04-06 01:50:47,-16.7,-151.0167,82.69,76,6,19.53
449,Iroquois Falls,CA,2022-04-06 01:50:47,48.7669,-80.6831,32.09,92,60,7.96
450,Zimovniki,RU,2022-04-06 01:50:48,47.1483,42.4633,36.82,95,55,8.28
451,Chamonix-Mont-Blanc,FR,2022-04-06 01:50:48,45.9238,6.8693,42.89,92,12,4.74
452,Ojinaga,MX,2022-04-06 01:50:48,29.5667,-104.4167,85.15,17,0,6.91
453,Los Llanos De Aridane,ES,2022-04-06 01:50:49,28.6585,-17.9182,58.75,73,20,14.97
454,Deyang,CN,2022-04-06 01:50:49,31.1302,104.382,62.29,71,100,3.2
455,Mocuba,MZ,2022-04-06 01:50:49,-16.8392,36.9856,71.56,98,3,3.27
456,Sabang,ID,2022-04-06 01:50:50,5.8933,95.3214,80.6,72,100,16.42
457,Port Macquarie,AU,2022-04-06 01:47:06,-31.4333,152.9167,72.9,65,9,6.42
458,Gatton,AU,2022-04-06 01:50:50,-27.55,152.2833,79.74,60,48,9.1
459,Krasnogorskiy,RU,2022-04-06 01:50:50,54.6025,61.231,30.92,73,76,6.17
460,Piacabucu,BR,2022-04-06 01:50:51,-10.4056,-36.4344,77.45,75,6,6.76
461,Uyuni,BO,2022-04-06 01:50:51,-20.4597,-66.825,52.74,50,79,8.93
462,Marzuq,YE,2022-04-06 01:51:51,14.4,46.4667,65.64,25,0,4.23
463,Sao Jose Da Coroa Grande,BR,2022-04-06 01:51:52,-8.8978,-35.1478,77.31,84,79,4.14
464,Baykit,RU,2022-04-06 01:51:52,61.67,96.37,30.07,96,100,4.18
465,Svetlyy,RU,2022-04-06 01:51:52,54.675,20.1347,33.96,85,100,15.57
466,Bocas Del Toro,PA,2022-04-06 01:51:53,9.3333,-82.25,79.32,80,85,2.68
467,Itoman,JP,2022-04-06 01:51:53,26.1247,127.6694,71.62,50,75,12.66
468,Aksarka,RU,2022-04-06 01:51:53,66.5606,67.7975,20.5,91,100,22.28
469,Bowen,AU,2022-04-06 01:51:54,-20.0167,148.2333,84.4,57,14,12.17
470,Zabol,AF,2022-04-06 01:51:54,32.25,67.25,59.14,19,1,2.73
471,Xining,CN,2022-04-06 01:51:54,36.6167,101.7667,49.3,29,0,2.1
472,Port Hedland,AU,2022-04-06 01:51:54,-20.3167,118.5667,93.25,38,0,16.11
473,Mugur-Aksy,RU,2022-04-06 01:51:55,50.35,90.5,38.61,53,48,4.92
474,Novyy Oskol,RU,2022-04-06 01:51:55,50.7631,37.8691,38.55,81,100,15.39
475,Laguna,US,2022-04-06 01:51:55,38.421,-121.4238,77.29,14,0,12.66
476,Celestun,MX,2022-04-06 01:51:56,20.8667,-90.4,80.94,76,13,12.95
477,Half Moon Bay,US,2022-04-06 01:51:56,37.4636,-122.4286,67.41,66,0,25.32
478,Impfondo,CG,2022-04-06 01:51:56,1.6381,18.0667,69.3,98,100,1.81
479,Ponce,PR,2022-04-06 01:51:57,18.073,-66.6185,75.51,76,36,5.64
480,Deputatskiy,RU,2022-04-06 01:51:57,69.3,139.9,-4.25,91,84,3.36
481,Vrangel,RU,2022-04-06 01:51:57,42.7297,133.0839,38.14,39,1,19.75
482,Astoria,US,2022-04-06 01:51:57,46.1879,-123.8313,49.89,59,20,8.05
483,Tawau,MY,2022-04-06 01:51:58,4.2498,117.8871,78.93,88,100,1.99
484,Matam,SN,2022-04-06 01:51:58,15.6175,-13.3303,82.06,21,1,15.82
485,Conde,BR,2022-04-06 01:51:58,-7.2597,-34.9075,76.46,94,40,3.44
486,Wheatley,GB,2022-04-06 01:51:59,51.7473,-1.1394,50.02,81,100,1.99
487,Gizo,SB,2022-04-06 01:51:59,-8.103,156.8419,81.82,80,93,6.67
488,Dryden,CA,2022-04-06 01:51:59,49.7833,-92.7503,34.09,86,100,12.66
489,Belmonte,BR,2022-04-06 01:52:00,-15.8631,-38.8828,77.36,83,0,5.01
490,Saint-Augustin,CA,2022-04-06 01:52:00,51.226,-58.6502,31.44,82,100,13.73
491,Angoche,MZ,2022-04-06 01:52:00,-16.2325,39.9086,76.68,81,58,7.74
492,Ballina,AU,2022-04-06 01:52:01,-28.8667,153.5667,78.76,65,40,10.36
493,Ca Mau,VN,2022-04-06 01:52:01,9.1769,105.15,84.56,67,85,8.21
494,Saldanha,ZA,2022-04-06 01:52:01,-33.0117,17.9442,60.22,79,51,5.61
495,Sexsmith,CA,2022-04-06 01:52:01,55.35,-118.786,42.15,52,75,28.77
496,Samana,DO,2022-04-06 01:52:02,19.2056,-69.3369,74.73,81,0,7.29
497,San Andres,CO,2022-04-06 01:52:02,12.5847,-81.7006,82.42,78,75,9.22
498,Moose Factory,CA,2022-04-06 01:52:03,51.2585,-80.6094,26.6,68,0,9.22
499,Port Blair,IN,2022-04-06 01:52:03,11.6667,92.75,78.84,89,40,2.3
500,Whitianga,NZ,2022-04-06 01:52:03,-36.8333,175.7,71.67,82,20,11.63
501,Maunatlala,BW,2022-04-06 01:52:04,-22.597,27.6301,68.56,43,0,2.93
502,Freetown,SL,2022-04-06 01:52:04,8.484,-13.2299,80.31,78,20,8.05
503,Itarema,BR,2022-04-06 01:52:04,-2.9248,-39.9167,76.48,86,86,8.23
504,Kogon,UZ,2022-04-06 01:52:05,39.7228,64.5517,64.44,52,0,6.91
505,Pochutla,MX,2022-04-06 01:52:05,15.7432,-96.4661,78.82,70,0,5.57
506,Naica,MX,2022-04-06 01:52:06,27.85,-105.4833,71.46,10,0,5.03
507,Morant Bay,JM,2022-04-06 01:52:06,17.8815,-76.4093,80.22,86,60,8.5
508,Beaverlodge,CA,2022-04-06 01:52:06,55.2166,-119.4361,42.15,53,29,12.77
509,Vestmanna,FO,2022-04-06 01:52:07,62.1564,-7.1664,31.12,59,75,14.97
510,Puerto Madryn,AR,2022-04-06 01:53:07,-42.7692,-65.0385,69.39,43,99,12.35
511,Lavrentiya,RU,2022-04-06 01:53:07,65.5833,-171.0,2.17,77,3,4.5
512,Prince George,CA,2022-04-06 01:48:49,53.9166,-122.753,44.04,42,75,14.97
513,Gorontalo,ID,2022-04-06 01:53:08,0.5412,123.0595,84.85,71,94,3.74
514,Ust-Nera,RU,2022-04-06 01:53:08,64.5667,143.2,6.67,90,77,6.31
515,Nyuksenitsa,RU,2022-04-06 01:53:09,60.4128,44.2397,28.27,91,100,10.6
516,Phangnga,TH,2022-04-06 01:53:09,8.4509,98.5298,82.44,93,99,2.48
517,Caravelas,BR,2022-04-06 01:53:09,-17.7125,-39.2481,76.46,86,33,4.68
518,Kafanchan,NG,2022-04-06 01:53:10,9.5833,8.3,74.01,68,100,0.76
519,Buckeye,US,2022-04-06 01:53:10,33.3703,-112.5838,90.37,18,0,14.97
520,Codrington,AU,2022-04-06 01:53:10,-38.2667,141.9667,63.48,59,84,11.39
521,Fort-De-France,MQ,2022-04-06 01:53:11,14.6089,-61.0733,76.95,78,20,8.05
522,Pierre,US,2022-04-06 01:52:10,44.3683,-100.351,47.32,59,100,25.32
523,Payo,ID,2022-04-06 01:53:11,-3.7508,103.6372,82.76,68,53,0.89
524,Sarkand,KZ,2022-04-06 01:53:11,45.41,79.9186,62.42,29,0,8.1
525,Waddan,LY,2022-04-06 01:53:12,29.1614,16.139,82.6,10,0,4.59
526,Hohhot,CN,2022-04-06 01:53:12,40.8106,111.6522,55.69,21,0,6.71
527,Teahupoo,PF,2022-04-06 01:53:12,-17.8333,-149.2667,82.36,81,32,23.02
528,Feldkirchen An Der Donau,AT,2022-04-06 01:53:13,48.3452,14.0513,49.59,88,75,9.22
529,Winona,US,2022-04-06 01:53:13,43.9666,-91.7668,46.49,97,100,12.66
530,Tuatapere,NZ,2022-04-06 01:53:14,-46.1333,167.6833,50.38,77,100,19.91
531,Denpasar,ID,2022-04-06 01:53:14,-8.65,115.2167,80.26,94,75,6.91
532,Atascadero,US,2022-04-06 01:53:14,35.4894,-120.6707,65.86,44,1,7.52
533,Hondo,JP,2022-04-06 01:53:15,32.45,130.2,59.77,53,42,1.57
534,Urumqi,CN,2022-04-06 01:53:15,43.801,87.6005,61.75,20,0,8.95
535,Kudahuvadhoo,MV,2022-04-06 01:53:15,2.6708,72.8944,82.8,68,13,2.93
536,Muroto,JP,2022-04-06 01:53:16,33.2833,134.15,61.25,54,100,1.19
537,Husavik,IS,2022-04-06 01:53:16,66.0449,-17.3389,27.57,84,100,22.62
538,Birin,NP,2022-04-06 01:53:17,26.8865,88.0718,64.81,70,25,4.47
539,Alto Piquiri,BR,2022-04-06 01:53:17,-24.0281,-53.4406,72.1,88,44,4.34
540,Dovbysh,UA,2022-04-06 01:53:17,50.3733,27.9874,35.2,93,94,8.48
541,Greenville,US,2022-04-06 01:53:17,35.6127,-77.3663,64.42,95,100,9.22
542,Talas,TR,2022-04-06 01:53:18,38.6908,35.5538,52.47,40,75,2.3
543,Allapalli,IN,2022-04-06 01:53:18,19.4167,80.0667,84.85,49,41,7.54
544,Karratha,AU,2022-04-06 01:53:19,-20.7377,116.8463,91.08,40,6,2.13
545,Kupang,ID,2022-04-06 01:53:19,-10.1667,123.5833,84.67,66,48,2.15
546,Sinop,TR,2022-04-06 01:53:19,41.7711,34.8709,43.12,97,74,0.89
547,Bassano,CA,2022-04-06 01:53:20,50.7834,-112.4685,45.63,38,100,17.96
548,Camana,PE,2022-04-06 01:53:20,-16.6228,-72.7111,69.84,84,67,5.68
549,Grand Gaube,MU,2022-04-06 01:53:20,-20.0064,57.6608,77.4,91,100,3.0
550,Cassilandia,BR,2022-04-06 01:53:20,-19.1133,-51.7342,74.84,68,5,2.66
551,Tazovskiy,RU,2022-04-06 01:53:21,67.4667,78.7,32.7,98,100,16.22
552,Atambua,ID,2022-04-06 01:53:21,-9.1061,124.8925,82.13,64,78,0.81
553,Dubna,RU,2022-04-06 01:53:21,56.7333,37.1667,30.69,82,100,10.67
554,Krasnotorka,UA,2022-04-06 01:53:22,48.682,37.5327,40.19,77,100,15.41
555,Santa Cruz,BO,2022-04-06 01:52:53,-17.8,-63.1667,76.46,88,7,3.44
556,Chinhoyi,ZW,2022-04-06 01:53:22,-17.3667,30.2,63.75,91,19,2.68
557,San Policarpo,PH,2022-04-06 01:53:23,12.1791,125.5072,82.54,80,100,13.47
558,Udachnyy,RU,2022-04-06 01:54:23,66.4167,112.4,10.45,66,100,5.95
559,Grootfontein,NA,2022-04-06 01:54:23,-19.5667,18.1167,60.37,77,30,3.44
560,Los Andes,CL,2022-04-06 01:54:24,-32.8337,-70.5983,66.0,42,0,0.92
561,Margate,GB,2022-04-06 01:54:24,51.3813,1.3862,49.3,71,92,21.88
562,Vokhma,RU,2022-04-06 01:54:24,58.9303,46.7586,26.98,91,100,10.63
563,Kaltan,RU,2022-04-06 01:54:24,53.5347,87.2457,47.08,89,77,4.85
564,Menongue,AO,2022-04-06 01:54:25,-14.6585,17.691,66.87,74,89,1.48
565,Burevestnik,RU,2022-04-06 01:54:25,56.144,43.7883,33.55,75,40,11.18
566,Flinders,AU,2022-04-06 01:54:25,-34.5833,150.8552,65.37,93,100,7.4
567,Ranong,TH,2022-04-06 01:54:26,9.9658,98.6348,76.93,83,100,4.54
568,Zhaotong,CN,2022-04-06 01:54:26,27.3167,103.7167,47.46,70,100,3.51
569,Campo Verde,BR,2022-04-06 01:54:26,-20.4167,-54.0667,76.77,70,74,4.97
