City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description
346,Meulaboh,4.1363,96.1285,79.39,86,100,1.7,ID,overcast clouds
347,Sampit,-2.5333,112.95,75.43,98,100,2.59,ID,moderate rain
348,Mariinsk,56.2139,87.7472,43.05,81,99,5.23,RU,overcast clouds
349,Santa Cruz,-17.8,-63.1667,74.66,57,40,12.66,BO,scattered clouds
350,Asau,46.4333,26.4,69.28,34,1,8.46,RO,clear sky
351,Clyde River,70.4692,-68.5914,-6.18,87,11,6.62,CA,few clouds
352,Peniche,39.3558,-9.3811,73.08,73,34,13.13,PT,scattered clouds
353,Inirida,3.8653,-67.9239,82.44,71,100,4.23,CO,overcast clouds
354,Shache,38.4167,77.2406,69.28,18,1,6.73,CN,clear sky
355,Ust-Maya,60.4167,134.5333,21.74,98,100,3.4,RU,overcast clouds
356,Esperance,-33.8667,121.9,60.06,76,3,13.62,AU,clear sky
357,Batagay-Alyta,67.8006,130.4114,-4.83,98,23,6.24,RU,few clouds
358,Shingu,33.7333,135.9833,56.95,91,77,6.29,JP,broken clouds
359,Bontang,0.1333,117.5,82.2,81,85,4.85,ID,overcast clouds
360,Sikandra Rao,27.7,78.4,90.82,12,37,5.08,IN,scattered clouds
361,Dudinka,69.4058,86.1778,34.63,90,100,15.1,RU,overcast clouds
362,Bilokurakyne,49.5341,38.7307,59.16,51,30,6.24,UA,scattered clouds
363,Luanda,-8.8368,13.2343,82.4,78,75,5.75,AO,broken clouds
364,Tamale,9.4008,-0.8393,97.52,34,81,6.38,GH,broken clouds
365,Tibati,6.4667,12.6333,92.01,28,85,6.11,CM,overcast clouds
366,Elat,29.5581,34.9482,85.84,19,6,12.66,IL,haze
367,Glace Bay,46.1969,-59.957,46.15,75,62,8.99,CA,broken clouds
368,Balabac,7.9868,117.0645,80.69,79,9,7.29,PH,clear sky
369,Mandera,3.9366,41.867,88.16,51,99,15.66,KE,overcast clouds
370,Igunga,-4.2833,33.8833,77.04,56,97,5.59,TZ,light rain
371,Harlingen,26.1906,-97.6961,79.05,90,100,10.36,US,overcast clouds
372,Diamantino,-14.4086,-56.4461,75.24,85,100,6.49,BR,overcast clouds
373,Celestun,20.8667,-90.4,83.14,65,53,12.44,MX,broken clouds
374,Gigmoto,13.7796,124.39,77.86,83,4,3.96,PH,clear sky
375,Saiha,22.4833,92.9667,68.11,95,11,3.78,IN,few clouds
376,Yerbogachen,61.2767,108.0108,13.89,93,100,1.23,RU,overcast clouds
377,Beloha,-25.1667,45.05,82.76,58,99,4.18,MG,overcast clouds
378,Penzance,50.1186,-5.5371,56.52,88,20,9.22,GB,few clouds
379,Bilibino,68.0546,166.4372,4.84,94,21,4.99,RU,few clouds
380,Taltal,-25.4,-70.4833,64.65,67,0,7.52,CL,clear sky
381,Saldanha,-33.0117,17.9442,63.34,54,0,28.23,ZA,clear sky
382,Guymon,36.6828,-101.4816,55.4,21,0,0.0,US,clear sky
383,Sakhnovshchyna,49.1517,35.872,59.36,49,89,8.23,UA,overcast clouds
384,Caltagirone,37.2368,14.5126,60.67,56,100,21.68,IT,overcast clouds
385,Sabzevar,36.2126,57.6819,78.78,19,100,5.23,IR,overcast clouds
386,Madimba,-10.4,40.3333,81.68,81,59,10.83,TZ,broken clouds
387,Almaya,19.2333,-99.4167,64.45,55,75,4.61,MX,broken clouds
388,Terrace,54.5163,-128.6035,33.89,65,79,1.97,CA,broken clouds
389,Dawlatabad,36.4141,64.9053,80.47,16,14,4.83,AF,few clouds
390,Doembang Nangbuat,14.8333,100.1,88.05,41,4,14.03,TH,light rain
391,Magistralnyy,56.1725,107.4458,31.41,96,100,2.3,RU,overcast clouds
392,Mayahi,13.9553,7.6712,99.73,23,86,8.08,NE,light rain
393,Qarqin,37.4185,66.0436,85.95,12,3,5.08,AF,clear sky
394,Erzin,36.9559,36.2,65.23,49,7,3.06,TR,clear sky
395,San Pedro,14.35,121.0167,82.35,83,20,4.61,PH,few clouds
396,Nishihara,26.1842,127.7558,70.88,81,75,21.85,JP,broken clouds
397,Matamba,-8.9833,33.9667,61.88,91,82,3.69,TZ,light rain
398,Peterhead,57.5058,-1.7981,55.45,93,100,19.08,GB,overcast clouds
399,Codrington,-38.2667,141.9667,58.32,97,91,3.8,AU,overcast clouds
400,Trelew,-43.249,-65.3051,75.92,21,0,11.34,AR,clear sky
401,Port Keats,-14.25,129.55,81.5,78,92,2.3,AU,overcast clouds
402,Itaituba,-4.2761,-55.9836,81.68,88,99,3.2,BR,overcast clouds
403,Corrente,-3.7367,-43.3394,88.38,58,30,3.83,BR,scattered clouds
404,Takaka,-40.85,172.8,58.55,90,5,4.47,NZ,clear sky
405,Ekibastuz,51.6667,75.3667,61.11,25,0,10.51,KZ,clear sky
406,Agnibilekrou,7.1344,-3.2047,94.39,39,87,3.2,CI,overcast clouds
407,Les Cayes,18.2,-73.75,81.27,68,19,10.89,HT,few clouds
408,San Cristobal,7.7669,-72.225,75.38,57,84,7.92,VE,broken clouds
409,Broceni,56.7,22.5333,40.48,75,99,13.24,LV,overcast clouds
410,Awjilah,29.1081,21.2869,98.06,7,100,19.84,LY,overcast clouds
411,Worcester,42.3334,-71.8328,60.03,34,0,19.57,US,clear sky
412,Vila Franca Do Campo,37.7167,-25.4333,63.01,80,37,13.62,PT,light rain
413,Kruisfontein,-34.0033,24.7314,60.89,53,100,8.03,ZA,overcast clouds
414,Abnub,27.2696,31.1511,90.28,6,1,15.01,EG,clear sky
415,Palmer,42.1584,-72.3287,62.44,27,20,16.11,US,few clouds
416,Bairiki,1.3292,172.9752,78.8,89,20,5.75,KI,few clouds
417,Zaragoza,41.6561,-0.8773,80.85,32,0,4.0,ES,clear sky
418,Marawi,7.9986,124.2928,68.61,93,74,0.74,PH,broken clouds
419,Huarmey,-10.0681,-78.1522,70.9,74,13,10.47,PE,few clouds
420,Dmitrovsk-Orlovskiy,52.505,35.1464,54.23,63,100,6.87,RU,overcast clouds
421,Narsaq,60.9167,-46.05,27.75,63,85,5.84,GL,overcast clouds
422,Xining,36.6167,101.7667,41.36,73,100,5.17,CN,overcast clouds
423,Inuvik,68.3499,-133.7218,-6.74,77,20,3.44,CA,few clouds
424,Salcininkai,54.3,25.3833,46.83,87,100,13.44,LT,overcast clouds
425,Petropavlovka,50.6114,105.3196,39.83,44,23,2.8,RU,few clouds
426,Agadir,30.4202,-9.5982,81.05,36,13,9.84,MA,few clouds
427,Buchanan,5.8808,-10.0467,85.57,67,92,8.97,LR,light rain
428,Dolores,-36.3132,-57.6792,65.19,50,0,5.86,AR,clear sky
429,Sitka,57.0531,-135.33,33.69,55,0,0.0,US,clear sky
430,Lasa,46.6166,10.7002,72.7,77,99,5.95,IT,overcast clouds
431,Kayes,14.0,-11.0,106.23,6,74,4.41,ML,broken clouds
432,Lugovoy,42.9472,72.7644,62.91,57,0,5.5,KZ,clear sky
433,Matamoros,25.5333,-103.25,73.51,53,75,4.61,MX,broken clouds
434,Klamath Falls,42.2249,-121.7817,30.87,77,0,0.0,US,clear sky
435,Severo-Kurilsk,50.6789,156.125,25.2,76,19,5.61,RU,few clouds
436,Kalino,58.2504,57.6085,40.37,95,100,2.95,RU,overcast clouds
437,Faridpur,23.6,89.8333,85.3,68,36,18.81,BD,scattered clouds
438,Evensk,61.95,159.2333,23.83,96,100,4.61,RU,light snow
439,Karratha,-20.7377,116.8463,84.78,72,20,2.51,AU,few clouds
440,Kodiak,57.79,-152.4072,40.51,81,100,19.57,US,moderate rain
441,Morondava,-20.2833,44.2833,83.91,73,9,8.08,MG,clear sky
442,Lujan,-34.5703,-59.105,66.02,64,1,1.99,AR,clear sky
443,Mogadishu,2.0371,45.3438,83.3,74,97,14.52,SO,overcast clouds
444,Krasnoselkup,65.7,82.4667,29.86,92,100,10.27,RU,overcast clouds
445,Deniliquin,-35.5333,144.9667,62.58,58,57,5.59,AU,broken clouds
446,Georgetown,5.4112,100.3354,82.33,89,20,0.0,MY,few clouds
447,Stornoway,58.2093,-6.3865,57.16,75,75,5.75,GB,broken clouds
448,Okhotsk,59.3833,143.3,12.18,89,42,4.18,RU,scattered clouds
449,Ulladulla,-35.35,150.4667,62.46,82,100,6.08,AU,overcast clouds
450,Kailua,21.4022,-157.7394,73.38,79,71,3.0,US,broken clouds
451,Caiaponia,-16.9567,-51.8103,79.61,61,35,5.46,BR,scattered clouds
452,Kutum,14.2,24.6667,92.03,5,28,10.49,SD,scattered clouds
453,Portland,45.5234,-122.6762,38.75,94,40,4.0,US,mist
454,Rapid Valley,44.0625,-103.1463,22.77,62,100,17.27,US,overcast clouds
455,Ambilobe,-13.2,49.05,81.36,70,31,8.12,MG,scattered clouds
456,San Buenaventura,27.0833,-101.5333,74.48,68,100,0.0,MX,overcast clouds
457,Jiangyou,31.7667,104.7167,50.05,92,100,2.59,CN,overcast clouds
458,Ondo,7.1,4.8333,90.03,48,89,4.12,NG,overcast clouds
459,Verkhnevilyuysk,63.4453,120.3167,25.43,93,100,7.0,RU,overcast clouds
460,Lata,40.1629,-8.3327,76.5,49,72,10.31,PT,broken clouds
461,Tiznit,29.5833,-9.5,81.79,22,54,7.05,MA,broken clouds
462,Darhan,49.4867,105.9228,41.2,43,0,5.23,MN,clear sky
463,Haimen,23.1935,116.6142,67.89,77,34,27.0,CN,scattered clouds
464,Mbini,1.574,9.6134,82.26,74,80,6.11,GQ,broken clouds
465,Shediac,46.2198,-64.5411,43.32,87,75,9.22,CA,broken clouds
466,Turbat,26.0023,63.044,92.64,24,3,11.1,PK,clear sky
467,Bardiyah,31.7561,25.0865,62.92,69,100,14.52,LY,overcast clouds
468,Tura,25.5198,90.2201,77.0,78,0,8.77,IN,clear sky
469,Barreirinhas,-2.7469,-42.8264,85.89,70,84,8.3,BR,moderate rain
470,Cap-Aux-Meules,47.3821,-61.8597,35.29,87,95,13.82,CA,overcast clouds
471,Ornes,66.8689,13.7078,38.39,68,99,3.6,NO,overcast clouds
472,Macia,-25.0269,33.0989,85.42,62,29,10.47,MZ,scattered clouds
473,Esna,25.2934,32.554,95.34,4,0,13.85,EG,clear sky
474,Talcahuano,-36.7167,-73.1167,55.08,76,100,6.91,CL,overcast clouds
475,Ardakan,32.31,54.0175,75.81,30,100,10.56,IR,overcast clouds
476,Hutchinson,38.0608,-97.9298,59.74,49,0,8.05,US,clear sky
477,Lucapa,-8.4192,20.7447,77.22,75,81,1.21,AO,light rain
478,Lufilufi,-13.8745,-171.5986,76.78,76,24,14.85,WS,light rain
479,Lodja,-3.4833,23.4333,70.75,99,100,2.57,CD,moderate rain
480,Nioro,13.35,-15.75,102.16,10,7,5.41,GM,clear sky
481,Sierning,48.0436,14.3082,66.69,56,10,9.84,AT,clear sky
482,Baoying,33.2292,119.3092,46.45,52,94,6.15,CN,overcast clouds
483,Tigil,57.8,158.6667,23.49,92,100,12.39,RU,overcast clouds
484,Uravakonda,14.95,77.2667,85.87,42,83,13.94,IN,broken clouds
485,Hovd,48.0056,91.6419,33.8,35,0,6.87,MN,clear sky
486,Singaparna,-7.3515,108.111,72.63,95,75,1.16,ID,broken clouds
487,Port Macquarie,-31.4333,152.9167,59.9,79,39,4.16,AU,scattered clouds
488,Bathsheba,13.2167,-59.5167,84.81,70,40,23.02,BB,scattered clouds
489,Changji,44.0167,87.3167,48.99,13,0,2.24,CN,clear sky
490,Impfondo,1.6381,18.0667,84.92,57,93,1.36,CG,overcast clouds
491,Butka,56.7179,63.7866,52.92,89,100,7.81,RU,overcast clouds
492,La Asuncion,11.0333,-63.8628,80.44,71,91,15.32,VE,overcast clouds
493,Capelinha,-17.6914,-42.5158,78.4,69,13,1.99,BR,few clouds
494,Kamenka,51.3223,42.7678,52.66,52,40,9.48,RU,scattered clouds
495,Pinega,64.7001,43.3936,31.87,72,98,8.7,RU,overcast clouds
496,Jilin,43.0,126.0,43.11,33,0,6.78,CN,clear sky
497,Opatija,45.3392,14.3083,70.27,53,92,1.86,HR,overcast clouds
498,Endicott,42.0984,-76.0494,60.04,34,0,10.36,US,clear sky
499,Bridgeton,39.4273,-75.2341,66.88,25,25,1.99,US,scattered clouds
500,Isoka,-10.1606,32.6335,70.65,86,76,4.83,ZM,light rain
501,Severo-Yeniseyskiy,60.3725,93.0408,32.5,96,99,4.52,RU,overcast clouds
502,Scarborough,54.2797,-0.4044,60.37,82,100,3.0,GB,overcast clouds
503,Mehamn,71.0357,27.8492,34.2,100,99,9.73,NO,light snow
504,Lac-Au-Saumon,48.421,-67.3476,37.11,98,100,3.71,CA,overcast clouds
505,Aachen,50.7766,6.0834,60.96,69,96,3.0,DE,overcast clouds
506,Seymchan,62.8833,152.4333,5.74,95,99,3.58,RU,overcast clouds
507,Banbury,52.0602,-1.3403,69.96,59,73,4.54,GB,broken clouds
508,Muncar,-8.4333,114.3333,78.6,88,87,1.43,ID,overcast clouds
509,Nizhnyaya Omka,55.4338,74.9426,55.76,42,23,8.93,RU,few clouds
510,Riyadh,24.6877,46.7219,91.54,17,89,5.19,SA,overcast clouds
511,Chermoz,58.787,56.1489,35.76,93,100,3.85,RU,overcast clouds
512,Sur,22.5667,59.5289,92.43,34,18,6.24,OM,few clouds
513,Kokopo,-4.352,152.2633,77.32,85,30,3.02,PG,light rain
514,Coolum Beach,-26.5333,153.1,66.11,84,88,12.48,AU,overcast clouds
515,Hangu,39.2489,117.7892,59.04,16,6,11.72,CN,clear sky
516,Tatarsk,55.219,75.9828,55.09,44,31,8.5,RU,scattered clouds
517,Andilamena,-17.0167,48.5833,67.48,92,84,10.85,MG,broken clouds
518,Yenagoa,4.9247,6.2642,90.16,54,100,8.23,NG,overcast clouds
519,Casablanca,33.5928,-7.6192,79.02,56,0,5.99,MA,clear sky
520,Matadi,-5.8167,13.45,76.68,94,100,5.23,CD,moderate rain
521,Vysokogornyy,50.1167,139.15,17.89,91,35,3.13,RU,scattered clouds
522,Omboue,-1.5746,9.2618,78.85,87,100,3.76,GA,moderate rain
523,Outjo,-20.1167,16.15,84.7,22,6,9.42,NA,clear sky
524,Chicama,-7.8447,-79.1469,63.14,68,30,8.68,PE,scattered clouds
525,Tazmalt,36.3868,4.3989,61.14,82,99,7.34,DZ,light rain
526,Fort-Shevchenko,44.5086,50.263,50.83,72,3,7.85,KZ,clear sky
527,Staryy Nadym,65.6118,72.6842,27.64,86,100,9.01,RU,overcast clouds
528,Sorgun,39.8101,35.186,51.62,52,98,9.04,TR,overcast clouds
529,Broken Hill,-31.95,141.4333,67.01,39,5,8.32,AU,clear sky
530,Wanning,18.8003,110.3967,76.03,92,2,5.3,CN,clear sky
531,Farsund,58.0948,6.8047,49.05,31,58,5.75,NO,broken clouds
532,Abu Samrah,35.3029,37.1841,70.11,19,95,6.22,SY,overcast clouds
533,Lompoc,34.6391,-120.4579,58.59,84,0,18.01,US,clear sky
534,Nova Olinda Do Norte,-3.8881,-59.0942,86.49,69,100,1.61,BR,overcast clouds
535,Petropavlovsk-Kamchatskiy,53.0452,158.6483,27.19,59,40,6.71,RU,scattered clouds
536,Barreirinha,-2.7933,-57.07,81.54,86,100,3.96,BR,overcast clouds
537,Bahar,34.9072,48.4414,64.56,39,20,13.8,IR,few clouds
538,Ketchikan,55.3422,-131.6461,37.38,69,0,5.75,US,clear sky
539,Mugur-Aksy,50.35,90.5,27.59,44,15,3.83,RU,few clouds
540,Kita,13.0349,-9.4895,110.08,6,81,0.83,ML,broken clouds
541,Muroto,33.2833,134.15,59.79,80,100,8.1,JP,overcast clouds
542,Pacific Grove,36.6177,-121.9166,54.34,92,100,4.61,US,mist
543,Xichang,27.8964,102.2634,54.72,87,42,7.11,CN,scattered clouds
544,Natitingou,10.3042,1.3796,90.7,43,94,5.66,BJ,moderate rain
545,Ranau,5.9538,116.6641,69.37,94,83,1.74,MY,broken clouds
546,Emerald,-23.5333,148.1667,64.35,55,0,8.28,AU,clear sky
547,Tautira,-17.7333,-149.15,80.67,73,19,17.22,PF,few clouds
548,Balkanabat,39.5108,54.3671,65.66,32,100,7.58,TM,overcast clouds
549,Tres Arroyos,-38.3739,-60.2798,63.46,45,0,15.41,AR,clear sky
550,Namatanai,-3.6667,152.4333,79.75,82,34,6.11,PG,light rain
551,Bar Harbor,44.3876,-68.2039,53.65,86,100,5.99,US,overcast clouds
552,Avera,33.194,-82.5271,69.55,34,18,15.5,US,few clouds
553,Newport,51.5877,-2.9984,69.67,68,5,6.46,GB,clear sky
554,Nadym,65.5333,72.5167,27.25,87,100,8.28,RU,overcast clouds
555,Dodge City,37.7528,-100.0171,59.23,39,0,8.05,US,clear sky
556,Ancud,-41.8697,-73.8203,57.22,81,92,3.24,CL,overcast clouds
557,Krasnyy Yar,46.5331,48.3456,55.33,58,99,8.84,RU,overcast clouds
558,Weligama,5.9667,80.4167,80.83,80,5,3.42,LK,clear sky
559,Veraval,20.9,70.3667,80.94,75,0,10.18,IN,clear sky
560,Arlit,18.7369,7.3853,104.99,5,22,18.66,NE,few clouds
561,Sola,-13.8833,167.55,75.87,100,20,0.0,VU,few clouds
562,Rafraf,37.1904,10.1837,64.71,68,100,13.38,TN,overcast clouds
563,Marsh Harbour,26.5412,-77.0636,75.42,72,100,3.71,BS,light rain
564,San Luis,-33.295,-66.3356,71.82,25,9,8.1,AR,clear sky
565,Eskilstuna,59.3666,16.5077,51.58,44,22,8.01,SE,few clouds
566,Verkhoyansk,67.5447,133.385,-1.62,100,47,3.47,RU,scattered clouds
567,Troitskoye,52.9821,84.6757,48.47,57,5,4.61,RU,clear sky
568,Taphan Hin,16.2209,100.4198,91.96,44,5,4.21,TH,clear sky
569,Uyuni,-20.4597,-66.825,52.59,15,0,20.51,BO,clear sky
570,Homer,59.6425,-151.5483,39.07,64,100,15.99,US,overcast clouds
571,Santo Domingo,18.5001,-69.9886,83.93,70,75,5.75,DO,broken clouds
572,Axim,4.8699,-2.2405,84.81,70,98,8.93,GH,overcast clouds
573,Taraz,42.9,71.3667,66.61,52,1,0.0,KZ,clear sky
574,Paka,4.6374,103.4368,78.73,94,100,0.0,MY,overcast clouds
575,Camacha,33.0833,-16.3333,62.02,68,20,16.11,PT,few clouds
576,Hualmay,-11.0964,-77.6139,69.76,75,45,9.93,PE,scattered clouds
577,Mbandaka,0.0487,18.2603,82.17,65,94,3.89,CD,light rain
578,Ranong,9.9658,98.6348,80.02,79,4,4.32,TH,clear sky
579,Saint Simons,31.1352,-81.3901,79.02,60,0,18.41,US,clear sky
580,Khorixas,-20.3667,14.9667,86.45,21,0,10.25,NA,clear sky
581,San Policarpo,12.1791,125.5072,78.85,82,27,3.67,PH,scattered clouds
582,Lavrentiya,65.5833,-171.0,26.89,90,99,15.64,RU,overcast clouds
583,Volot,57.9278,30.7025,40.73,80,94,9.15,RU,overcast clouds
584,Bereda,43.2686,-7.5406,77.41,48,0,0.56,ES,clear sky
585,Matai,-8.3,31.5167,67.44,84,98,5.01,TZ,light rain
586,Rosarito,32.3333,-117.0333,59.41,75,33,2.77,MX,scattered clouds
587,Ponta Delgada,37.7333,-25.6667,63.32,88,75,12.66,PT,broken clouds
588,Umm Kaddadah,13.6017,26.6876,98.22,5,33,14.5,SD,scattered clouds
589,Beziers,43.3476,3.219,81.88,36,0,11.5,FR,clear sky
590,Kemijarvi,66.7131,27.4306,38.39,57,90,7.47,FI,overcast clouds
591,Abomey-Calavi,6.4485,2.3557,87.66,70,20,6.91,BJ,few clouds
592,Port Hardy,50.6996,-127.4199,41.0,93,20,4.61,CA,few clouds
593,Novochernorechenskiy,56.2669,91.0828,37.13,82,83,4.05,RU,broken clouds
594,Palkonda,18.6,83.75,86.16,65,100,5.61,IN,overcast clouds
595,Johi,26.6921,67.6133,99.18,7,0,3.38,PK,clear sky
596,Smolensk,55.0,33.0,44.89,92,100,3.44,RU,light rain
597,Porto Nacional,-10.7081,-48.4172,86.0,62,85,2.95,BR,overcast clouds
598,Liverpool,53.4106,-2.9779,66.29,69,75,9.22,GB,broken clouds
599,Moron,-34.6534,-58.6198,65.95,68,2,6.13,AR,clear sky
600,Sembe,1.6481,14.5806,82.72,63,94,3.51,CG,overcast clouds
601,Port-Cartier,50.0334,-66.8654,34.75,100,100,5.64,CA,light snow
602,Esso,55.9333,158.7,8.46,93,100,5.08,RU,overcast clouds
603,La Ronge,55.1001,-105.2842,16.02,53,75,6.91,CA,broken clouds
604,Inhambane,-23.865,35.3833,84.18,84,20,9.22,MZ,few clouds
605,Chorozinho,-4.3003,-38.4978,88.65,59,86,3.83,BR,overcast clouds
606,Gat,31.61,34.7642,74.39,47,0,13.04,IL,clear sky
607,Taxisco,14.0708,-90.4631,88.03,52,67,4.68,GT,broken clouds
608,Sibu,2.3,111.8167,75.51,94,40,0.0,MY,scattered clouds
609,Carauari,-4.8828,-66.8958,72.73,99,100,1.81,BR,overcast clouds
610,Emba,48.8264,58.1442,54.64,47,4,8.41,KZ,clear sky
611,Zhireken,52.8249,117.3076,26.98,67,20,3.47,RU,few clouds
612,High Level,58.5169,-117.136,15.91,57,40,2.3,CA,scattered clouds
613,Siuna,13.7332,-84.7773,80.1,70,100,2.89,NI,overcast clouds
614,Esmeraldas,-19.7625,-44.3139,82.51,55,21,3.27,BR,few clouds
615,Bahia Honda,22.9036,-83.1592,84.61,59,1,5.88,CU,clear sky
616,Auki,-8.7676,160.7034,77.13,84,100,0.98,SB,overcast clouds
617,Chernyshevskiy,63.0128,112.4714,-2.74,99,11,3.38,RU,few clouds
618,Zhangye,38.9342,100.4517,56.39,45,98,6.26,CN,overcast clouds
619,Gavle,60.6745,17.1417,47.37,51,6,4.0,SE,clear sky
620,Olpad,21.3333,72.75,82.38,74,0,15.03,IN,clear sky
621,Tres Picos,15.8667,-93.5333,88.11,56,43,5.21,MX,scattered clouds
622,Asosa,10.0667,34.5333,61.39,85,100,5.41,ET,moderate rain
623,Oerlinghausen,51.9545,8.6622,53.6,70,91,7.85,DE,overcast clouds
624,Kasongo-Lunda,-6.4667,16.8167,74.1,92,100,2.77,CD,overcast clouds
625,Surt,31.2089,16.5887,81.45,33,0,5.32,LY,clear sky
626,Camopi,3.1655,-52.3158,85.15,61,73,5.99,GF,broken clouds
627,Anapskaya,44.89,37.38,51.26,87,75,11.18,RU,broken clouds
628,Bhuj,23.2667,69.6667,82.35,61,0,17.96,IN,clear sky
629,Jutai,-5.1833,-68.9,76.15,92,100,2.35,BR,overcast clouds
630,Saryozek,44.3583,77.9753,59.16,27,0,4.61,KZ,clear sky
631,Alice Springs,-23.7,133.8833,74.75,35,4,3.44,AU,clear sky
632,Morehead,37.2711,-87.1764,64.85,39,0,10.36,US,clear sky
633,Nanortalik,60.1432,-45.2371,26.73,70,100,14.45,GL,overcast clouds
634,Waipawa,-41.4122,175.5153,48.04,81,11,8.57,NZ,few clouds
635,Vestmannaeyjar,63.4427,-20.2734,47.39,93,75,26.46,IS,broken clouds
636,Tikrit,34.6071,43.6782,76.39,12,32,11.79,IQ,scattered clouds
637,Vestmanna,62.1564,-7.1664,47.32,100,100,12.66,FO,overcast clouds
638,San Matias,-16.3667,-58.4,82.02,48,0,6.46,BO,clear sky
639,Yelizovo,53.1873,158.3805,28.54,59,40,6.71,RU,scattered clouds
640,Naryan-Mar,67.6713,53.087,20.71,91,73,7.63,RU,broken clouds
641,Gizo,-8.103,156.8419,80.35,80,100,8.7,SB,overcast clouds
642,Sheopur,25.6667,76.7,93.67,8,3,7.2,IN,clear sky
643,Fort Nelson,58.8053,-122.7002,17.19,45,20,4.61,CA,few clouds
644,Richards Bay,-28.783,32.0377,72.23,87,26,22.12,ZA,light rain
645,Vallenar,-28.5708,-70.7581,66.47,47,0,3.06,CL,clear sky
646,Zofingen,47.2878,7.9459,69.69,64,88,5.99,CH,overcast clouds
647,Uyskoye,54.3775,60.0047,49.48,60,6,7.29,RU,clear sky
648,Buritizeiro,-17.3511,-44.9622,89.83,41,14,4.9,BR,few clouds
649,Usinsk,65.9939,57.5281,26.46,83,100,13.13,RU,overcast clouds
650,Promyshlennaya,54.9159,85.6385,45.32,72,13,3.83,RU,few clouds
651,Sistranda,63.7256,8.834,49.96,78,84,7.27,NO,broken clouds
652,Mayumba,-3.432,10.6554,82.33,73,100,3.83,GA,light rain
653,Comodoro Rivadavia,-45.8667,-67.5,69.66,32,0,17.27,AR,clear sky
654,Iskilip,40.7353,34.4739,56.66,46,95,5.35,TR,overcast clouds
655,Mandalgovi,45.7625,106.2708,32.2,39,78,2.08,MN,broken clouds
656,Bindura,-17.3019,31.3306,78.15,56,33,3.06,ZW,scattered clouds
657,Nemuro,43.3236,145.575,33.78,90,100,12.71,JP,overcast clouds
658,Iskateley,67.6803,53.1512,20.57,91,75,7.67,RU,broken clouds
659,Bourail,-21.5667,165.4833,70.21,94,88,0.47,NC,overcast clouds
660,Tabora,-5.0167,32.8,79.18,56,100,1.95,TZ,overcast clouds
661,Jackson,42.4165,-122.8345,37.74,82,20,3.44,US,few clouds
662,Sale,34.0389,-6.8166,78.64,73,20,10.36,MA,few clouds
663,Tessalit,20.1986,1.0114,93.18,8,19,15.84,ML,few clouds
664,Vila,42.0304,-8.1588,68.7,48,9,4.03,PT,clear sky
665,Hurricane,37.1753,-113.2899,60.6,24,5,3.33,US,clear sky
